datetime,hour,day,month,aqi,pm25,pm10,co,no2,so2,o3,nh3,aqi_change_rate
2026-01-02T15:00:00+00:00,15,2,1,145.0,53.37,96.46,280.54,1.0,8.34,141.67,0.03,-1.0600000000000023
2026-01-02T16:00:00+00:00,16,2,1,144.04,52.98,95.86,283.07,1.0,8.67,141.67,0.05,-0.960000000000008
2026-01-02T17:00:00+00:00,17,2,1,143.57,52.79,95.65,286.9,1.03,9.05,141.41,0.08,-0.46999999999999886
2026-01-02T18:00:00+00:00,18,2,1,144.36,53.11,96.51,292.65,1.07,9.47,141.15,0.12,0.7900000000000205
2026-01-02T19:00:00+00:00,19,2,1,145.99,53.77,98.0,300.18,1.12,9.92,140.58,0.16,1.6299999999999955
2026-01-02T20:00:00+00:00,20,2,1,148.4,54.75,100.31,310.57,1.21,10.38,139.78,0.25,2.4099999999999966
2026-01-02T21:00:00+00:00,21,2,1,151.35,56.18,103.81,323.72,1.31,10.88,138.63,0.36,2.9499999999999886
2026-01-02T22:00:00+00:00,22,2,1,152.31,58.03,107.87,336.93,1.35,11.37,137.62,0.47,0.960000000000008
2026-01-02T23:00:00+00:00,23,2,1,153.13,59.62,111.22,348.19,1.36,11.74,136.12,0.55,0.8199999999999932
2026-01-03T00:00:00+00:00,0,3,1,153.75,60.82,113.74,356.69,1.35,12.05,134.36,0.6,0.6200000000000045
2026-01-03T01:00:00+00:00,1,3,1,154.11,61.53,115.15,361.5,1.31,12.31,132.91,0.62,0.36000000000001364
2026-01-03T02:00:00+00:00,2,3,1,154.27,61.84,115.6,361.79,1.21,12.41,131.36,0.58,0.1599999999999966
2026-01-03T03:00:00+00:00,3,3,1,154.15,61.61,114.86,357.98,1.17,12.33,130.32,0.51,-0.12000000000000455
2026-01-03T04:00:00+00:00,4,3,1,153.48,60.3,112.34,350.64,1.34,11.99,129.07,0.42,-0.6700000000000159
2026-01-03T05:00:00+00:00,5,3,1,152.88,59.15,109.76,342.91,1.25,11.56,129.36,0.32,-0.5999999999999943
2026-01-03T06:00:00+00:00,6,3,1,152.78,58.95,107.89,335.3,1.03,10.99,131.72,0.2,-0.09999999999999432
2026-01-03T07:00:00+00:00,7,3,1,153.05,59.47,106.67,327.82,0.78,10.35,134.2,0.08,0.27000000000001023
2026-01-03T08:00:00+00:00,8,3,1,153.5,60.35,105.96,322.23,0.61,9.69,135.86,0.01,0.44999999999998863
2026-01-03T09:00:00+00:00,9,3,1,153.94,61.2,105.46,317.73,0.54,9.11,136.69,0.0,0.4399999999999977
2026-01-03T10:00:00+00:00,10,3,1,154.4,62.09,105.18,314.56,0.52,8.54,137.49,0.0,0.46000000000000796
2026-01-03T11:00:00+00:00,11,3,1,154.38,62.05,103.52,309.22,0.55,7.87,137.17,0.0,-0.020000000000010232
2026-01-03T12:00:00+00:00,12,3,1,153.89,61.09,100.66,302.51,0.59,7.16,135.89,0.0,-0.4900000000000091
2026-01-03T13:00:00+00:00,13,3,1,153.06,59.48,97.13,294.8,0.59,6.46,134.28,0.0,-0.8299999999999841
2026-01-03T14:00:00+00:00,14,3,1,151.75,56.96,92.3,285.19,0.5,5.69,132.08,0.0,-1.3100000000000023
2026-01-03T15:00:00+00:00,15,3,1,145.2,53.45,86.17,271.57,0.42,4.86,129.58,0.0,-6.550000000000011
2026-01-03T16:00:00+00:00,16,3,1,135.67,49.58,79.79,258.13,0.36,4.13,127.36,0.0,-9.530000000000001
2026-01-03T17:00:00+00:00,17,3,1,125.89,45.61,73.68,244.83,0.32,3.53,125.29,0.0,-9.779999999999987
2026-01-03T18:00:00+00:00,18,3,1,115.7,41.47,67.6,231.23,0.29,2.99,123.14,0.0,-10.189999999999998
2026-01-03T19:00:00+00:00,19,3,1,105.53,37.34,61.64,217.7,0.26,2.52,121.21,0.0,-10.170000000000002
2026-01-03T20:00:00+00:00,20,3,1,96.78,33.87,56.63,206.49,0.23,2.16,119.72,0.0,-8.75
2026-01-03T21:00:00+00:00,21,3,1,91.44,31.33,52.92,198.17,0.22,1.91,118.68,0.0,-5.340000000000003
2026-01-03T22:00:00+00:00,22,3,1,86.77,29.11,49.72,190.68,0.21,1.71,117.7,0.0,-4.670000000000002
2026-01-03T23:00:00+00:00,23,3,1,82.92,27.28,47.17,184.98,0.2,1.61,116.97,0.0,-3.8499999999999943
2026-01-04T00:00:00+00:00,0,4,1,80.25,26.01,45.44,181.76,0.21,1.68,116.34,0.0,-2.6700000000000017
2026-01-04T01:00:00+00:00,1,4,1,78.57,25.21,44.46,181.25,0.24,1.95,115.75,0.0,-1.6800000000000068
2026-01-04T02:00:00+00:00,2,4,1,77.54,24.72,44.05,182.24,0.3,2.32,115.28,0.0,-1.029999999999987
2026-01-04T03:00:00+00:00,3,4,1,76.91,24.42,44.08,184.23,0.4,2.72,114.76,0.0,-0.6300000000000097
2026-01-04T04:00:00+00:00,4,4,1,78.02,24.95,45.27,190.61,0.61,3.37,114.1,0.01,1.1099999999999994
2026-01-04T05:00:00+00:00,5,4,1,81.43,26.57,48.15,200.84,0.72,4.23,114.68,0.03,3.410000000000011
2026-01-04T06:00:00+00:00,6,4,1,86.25,28.86,51.94,211.22,0.69,5.01,116.45,0.04,4.819999999999993
2026-01-04T07:00:00+00:00,7,4,1,91.82,31.51,55.95,219.65,0.55,5.59,119.23,0.03,5.569999999999993
2026-01-04T08:00:00+00:00,8,4,1,99.58,35.2,61.48,230.47,0.44,6.19,121.98,0.01,7.760000000000005
2026-01-04T09:00:00+00:00,9,4,1,110.78,39.47,67.96,242.67,0.41,6.75,124.91,0.0,11.200000000000003
2026-01-04T10:00:00+00:00,10,4,1,118.78,42.72,72.7,250.23,0.43,6.97,127.6,0.0,8.0
2026-01-04T11:00:00+00:00,11,4,1,122.62,44.28,74.75,252.42,0.48,6.84,129.02,0.0,3.8400000000000034
2026-01-04T12:00:00+00:00,12,4,1,123.78,44.75,75.14,251.91,0.56,6.6,129.49,0.0,1.1599999999999966
2026-01-04T13:00:00+00:00,13,4,1,123.21,44.52,74.59,250.61,0.62,6.33,129.37,0.0,-0.5700000000000074
2026-01-04T14:00:00+00:00,14,4,1,121.02,43.63,72.87,246.3,0.54,5.99,128.75,0.0,-2.1899999999999977
2026-01-04T15:00:00+00:00,15,4,1,116.98,41.99,69.91,239.03,0.47,5.58,127.55,0.0,-4.039999999999992
2026-01-04T16:00:00+00:00,16,4,1,112.3,40.09,66.71,230.68,0.42,5.15,126.25,0.0,-4.680000000000007
2026-01-04T17:00:00+00:00,17,4,1,108.04,38.36,63.93,223.17,0.39,4.75,124.93,0.0,-4.259999999999991
2026-01-04T18:00:00+00:00,18,4,1,103.34,36.45,61.06,215.12,0.37,4.37,123.65,0.0,-4.700000000000003
2026-01-04T19:00:00+00:00,19,4,1,98.25,34.57,58.38,207.27,0.34,3.99,122.21,0.0,-5.090000000000003
2026-01-04T20:00:00+00:00,20,4,1,94.72,32.89,56.27,199.88,0.33,3.68,120.78,0.0,-3.530000000000001
2026-01-04T21:00:00+00:00,21,4,1,91.99,31.59,54.93,194.23,0.32,3.49,120.0,0.0,-2.730000000000004
2026-01-04T22:00:00+00:00,22,4,1,89.72,30.51,54.25,189.74,0.31,3.43,118.89,0.0,-2.269999999999996
2026-01-04T23:00:00+00:00,23,4,1,88.29,29.83,54.5,188.36,0.34,3.68,117.89,0.0,-1.4299999999999926
2026-01-05T00:00:00+00:00,0,5,1,88.98,30.16,56.78,193.08,0.44,4.46,117.1,0.01,0.6899999999999977
2026-01-05T01:00:00+00:00,1,5,1,92.64,31.9,62.16,206.32,0.61,5.89,116.92,0.03,3.6599999999999966
2026-01-05T02:00:00+00:00,2,5,1,99.62,35.22,70.81,227.43,0.81,7.79,117.33,0.09,6.980000000000004
2026-01-05T03:00:00+00:00,3,5,1,111.0,39.56,81.74,252.25,1.05,9.86,118.14,0.14,11.379999999999995
2026-01-05T04:00:00+00:00,4,5,1,124.44,45.02,95.08,279.49,1.55,11.96,118.92,0.23,13.439999999999998
2026-01-05T05:00:00+00:00,5,5,1,137.98,50.52,108.41,301.29,1.76,13.51,121.43,0.31,13.539999999999992
2026-01-05T06:00:00+00:00,6,5,1,151.0,55.5,119.82,314.09,1.61,14.23,126.04,0.34,13.02000000000001
2026-01-05T07:00:00+00:00,7,5,1,153.13,59.62,127.73,318.23,1.25,14.3,131.63,0.3,2.1299999999999955
2026-01-05T08:00:00+00:00,8,5,1,154.83,62.92,132.84,318.11,0.96,14.14,136.72,0.22,1.700000000000017
2026-01-05T09:00:00+00:00,9,5,1,156.26,65.68,136.17,317.57,0.84,14.05,141.02,0.14,1.4299999999999784
2026-01-05T10:00:00+00:00,10,5,1,157.24,67.58,137.51,315.84,0.82,14.11,145.56,0.06,0.9800000000000182
2026-01-05T11:00:00+00:00,11,5,1,157.68,68.43,136.92,313.41,0.88,14.15,148.68,0.01,0.4399999999999977
2026-01-05T12:00:00+00:00,12,5,1,157.67,68.41,135.17,310.92,1.0,14.25,150.98,0.0,-0.010000000000019327
2026-01-05T13:00:00+00:00,13,5,1,157.31,67.73,132.81,308.13,1.11,14.44,152.46,0.0,-0.3599999999999852
2026-01-05T14:00:00+00:00,14,5,1,156.72,66.57,130.3,305.14,1.01,14.52,152.96,0.0,-0.5900000000000034
2026-01-05T15:00:00+00:00,15,5,1,155.82,64.84,127.24,300.29,0.94,14.41,152.68,0.0,-0.9000000000000057
2026-01-05T16:00:00+00:00,16,5,1,154.98,63.2,125.05,297.15,0.96,14.51,152.01,0.01,-0.8400000000000034
2026-01-05T17:00:00+00:00,17,5,1,154.97,63.18,126.86,304.75,1.19,15.42,151.45,0.11,-0.009999999999990905
2026-01-05T18:00:00+00:00,18,5,1,155.83,64.86,133.85,324.28,1.57,16.51,149.86,0.36,0.8600000000000136
2026-01-05T19:00:00+00:00,19,5,1,157.27,67.65,144.88,347.28,1.93,16.91,145.78,0.7,1.4399999999999977
2026-01-05T20:00:00+00:00,20,5,1,158.96,70.91,158.86,363.5,2.16,16.29,139.46,0.99,1.6899999999999977
2026-01-05T21:00:00+00:00,21,5,1,160.61,74.12,174.5,368.39,2.28,15.06,131.34,1.17,1.6500000000000057
2026-01-05T22:00:00+00:00,22,5,1,161.85,76.51,188.49,362.25,2.24,13.55,123.35,1.25,1.2399999999999807
2026-01-05T23:00:00+00:00,23,5,1,162.66,78.09,199.14,351.38,2.1,12.1,117.13,1.23,0.8100000000000023
2026-01-06T00:00:00+00:00,0,6,1,162.86,78.47,203.92,337.38,1.92,10.66,112.76,1.15,0.20000000000001705
2026-01-06T01:00:00+00:00,1,6,1,161.94,76.68,199.66,319.35,1.7,9.21,110.29,1.01,-0.9200000000000159
2026-01-06T02:00:00+00:00,2,6,1,159.8,72.54,186.2,297.98,1.48,7.86,109.8,0.84,-2.1399999999999864
2026-01-06T03:00:00+00:00,3,6,1,157.26,67.62,169.51,279.47,1.4,6.88,110.22,0.69,-2.5400000000000205
2026-01-06T04:00:00+00:00,4,6,1,155.41,64.04,156.68,268.48,1.69,6.43,111.24,0.59,-1.8499999999999943
2026-01-06T05:00:00+00:00,5,6,1,156.28,65.72,157.47,276.43,1.8,6.67,113.51,0.56,0.8700000000000045
2026-01-06T06:00:00+00:00,6,6,1,158.31,69.65,163.03,291.16,1.72,7.14,118.24,0.55,2.030000000000001
2026-01-06T07:00:00+00:00,7,6,1,159.88,72.7,165.73,299.9,1.44,7.56,124.55,0.51,1.5699999999999932
2026-01-06T08:00:00+00:00,8,6,1,160.46,73.83,163.75,302.46,1.14,7.79,130.92,0.46,0.5800000000000125
2026-01-06T09:00:00+00:00,9,6,1,159.72,72.39,156.57,297.84,0.95,7.73,135.73,0.42,-0.7400000000000091
2026-01-06T10:00:00+00:00,10,6,1,155.69,64.59,138.15,274.35,0.85,7.21,136.61,0.35,-4.030000000000001
2026-01-06T11:00:00+00:00,11,6,1,151.91,57.26,122.91,252.0,0.87,6.77,135.07,0.31,-3.780000000000001
2026-01-06T12:00:00+00:00,12,6,1,144.98,53.36,115.13,242.13,1.04,6.58,134.16,0.31,-6.930000000000007
2026-01-06T13:00:00+00:00,13,6,1,136.06,49.74,108.13,234.45,1.27,6.55,132.67,0.34,-8.919999999999987
2026-01-06T14:00:00+00:00,14,6,1,125.8,45.57,100.41,225.53,1.32,6.57,129.63,0.37,-10.260000000000005
2026-01-06T15:00:00+00:00,15,6,1,117.47,42.19,94.29,219.32,1.36,6.71,126.8,0.42,-8.329999999999998
2026-01-06T16:00:00+00:00,16,6,1,110.78,39.47,89.66,215.57,1.41,6.72,124.11,0.48,-6.689999999999998
2026-01-06T17:00:00+00:00,17,6,1,106.07,37.56,86.99,214.93,1.49,6.63,121.19,0.58,-4.710000000000008
2026-01-06T18:00:00+00:00,18,6,1,104.5,36.92,87.28,218.78,1.57,6.69,118.53,0.72,-1.5699999999999932
2026-01-06T19:00:00+00:00,19,6,1,104.69,37.0,88.85,222.18,1.54,6.72,116.42,0.84,0.18999999999999773
2026-01-06T20:00:00+00:00,20,6,1,105.21,37.21,90.18,224.59,1.47,6.6,114.88,0.91,0.519999999999996
2026-01-06T21:00:00+00:00,21,6,1,105.14,37.18,90.49,224.55,1.35,6.28,113.92,0.92,-0.06999999999999318
2026-01-06T22:00:00+00:00,22,6,1,105.63,37.38,91.26,224.4,1.31,6.08,112.86,0.91,0.4899999999999949
2026-01-06T23:00:00+00:00,23,6,1,108.29,38.46,94.43,226.48,1.34,6.08,111.96,0.91,2.660000000000011
2026-01-07T00:00:00+00:00,0,7,1,110.7,39.44,97.56,227.01,1.31,5.96,111.55,0.89,2.4099999999999966
2026-01-07T00:00:00+00:00,0,7,1,110.7,39.44,97.56,227.01,1.31,5.96,111.55,0.89,0.0
2026-01-07T01:00:00+00:00,1,7,1,113.26,40.48,100.93,226.88,1.28,5.77,111.46,0.85,2.5600000000000023
2026-01-07T02:00:00+00:00,2,7,1,116.34,41.73,105.08,227.62,1.26,5.59,111.8,0.81,3.0799999999999983
2026-01-07T03:00:00+00:00,3,7,1,119.71,43.1,109.07,228.9,1.37,5.46,112.45,0.76,3.3699999999999903
2026-01-07T04:00:00+00:00,4,7,1,128.63,46.72,118.19,238.91,1.85,5.52,112.55,0.76,8.920000000000002
2026-01-07T05:00:00+00:00,5,7,1,142.27,52.26,130.53,257.18,2.0,5.75,114.37,0.78,13.640000000000015
2026-01-07T06:00:00+00:00,6,7,1,151.38,56.24,136.48,270.64,1.89,5.97,118.77,0.75,9.109999999999985
2026-01-07T07:00:00+00:00,7,7,1,152.7,58.79,137.3,276.92,1.58,6.17,124.75,0.68,1.3199999999999932
2026-01-07T08:00:00+00:00,8,7,1,153.65,60.64,135.81,279.27,1.23,6.35,131.01,0.6,0.950000000000017
2026-01-07T09:00:00+00:00,9,7,1,153.95,61.22,132.03,279.13,1.0,6.32,135.91,0.56,0.29999999999998295
2026-01-07T10:00:00+00:00,10,7,1,133.99,48.9,102.71,239.83,0.72,4.96,134.22,0.41,-19.95999999999998
2026-01-07T11:00:00+00:00,11,7,1,113.46,40.56,84.41,213.05,0.63,4.1,131.29,0.33,-20.530000000000015
2026-01-07T12:00:00+00:00,12,7,1,106.39,37.69,77.98,205.64,0.72,4.01,130.48,0.33,-7.069999999999993
2026-01-07T13:00:00+00:00,13,7,1,101.54,35.72,73.79,203.02,0.89,4.21,130.09,0.36,-4.849999999999994
2026-01-07T14:00:00+00:00,14,7,1,96.66,33.81,70.04,201.15,0.95,4.49,128.67,0.4,-4.88000000000001
2026-01-07T15:00:00+00:00,15,7,1,93.99,32.54,67.92,201.37,0.99,4.78,127.24,0.45,-2.6700000000000017
2026-01-07T16:00:00+00:00,16,7,1,93.19,32.16,67.72,204.13,1.05,5.06,126.0,0.51,-0.7999999999999972
2026-01-07T17:00:00+00:00,17,7,1,94.01,32.55,69.23,208.69,1.1,5.26,124.48,0.59,0.8200000000000074
2026-01-07T18:00:00+00:00,18,7,1,95.69,33.35,71.7,214.15,1.13,5.41,122.55,0.66,1.6799999999999926
2026-01-07T19:00:00+00:00,19,7,1,97.6,34.26,74.29,219.0,1.15,5.47,120.47,0.73,1.9099999999999966
2026-01-07T20:00:00+00:00,20,7,1,101.34,35.64,77.85,224.91,1.19,5.55,118.78,0.78,3.740000000000009
2026-01-07T21:00:00+00:00,21,7,1,103.56,36.54,80.21,228.73,1.16,5.49,117.33,0.8,2.219999999999999
2026-01-07T22:00:00+00:00,22,7,1,102.53,36.12,79.49,226.75,1.07,5.19,116.09,0.77,-1.0300000000000011
2026-01-07T23:00:00+00:00,23,7,1,99.24,35.04,77.33,222.63,0.97,4.81,115.73,0.71,-3.2900000000000063
2026-01-08T00:00:00+00:00,0,8,1,97.37,34.15,75.72,218.87,0.89,4.44,115.58,0.65,-1.8699999999999903
2026-01-08T01:00:00+00:00,1,8,1,98.78,34.82,77.72,220.3,0.85,4.24,115.71,0.64,1.4099999999999966
2026-01-08T02:00:00+00:00,2,8,1,108.24,38.44,86.05,231.13,0.88,4.33,116.26,0.69,9.459999999999994
2026-01-08T03:00:00+00:00,3,8,1,116.46,41.78,93.19,242.25,1.0,4.54,116.87,0.76,8.219999999999999
2026-01-08T04:00:00+00:00,4,8,1,120.21,43.3,95.58,249.24,1.35,4.67,116.76,0.81,3.75
2026-01-08T05:00:00+00:00,5,8,1,118.46,42.59,92.5,251.3,1.38,4.67,117.49,0.84,-1.75
2026-01-08T06:00:00+00:00,6,8,1,112.35,40.11,84.91,246.66,1.27,4.57,119.19,0.83,-6.109999999999999
2026-01-08T07:00:00+00:00,7,8,1,104.37,36.87,75.77,237.07,1.06,4.4,121.04,0.8,-7.97999999999999
2026-01-08T08:00:00+00:00,8,8,1,98.32,34.6,69.21,230.38,0.87,4.33,123.27,0.8,-6.050000000000011
2026-01-08T09:00:00+00:00,9,8,1,94.81,32.93,64.41,226.02,0.77,4.31,125.47,0.81,-3.509999999999991
2026-01-08T10:00:00+00:00,10,8,1,92.07,31.63,60.94,223.75,0.75,4.37,127.56,0.84,-2.740000000000009
2026-01-08T11:00:00+00:00,11,8,1,89.76,30.53,58.44,222.84,0.83,4.5,128.68,0.88,-2.309999999999988
2026-01-08T12:00:00+00:00,12,8,1,88.9,30.12,57.75,225.54,1.05,4.78,129.23,0.93,-0.8599999999999994
2026-01-08T13:00:00+00:00,13,8,1,89.53,30.42,58.76,233.19,1.39,5.24,129.48,1.02,0.6299999999999955
2026-01-08T14:00:00+00:00,14,8,1,91.4,31.31,61.09,242.75,1.52,5.81,128.4,1.11,1.8700000000000045
2026-01-08T15:00:00+00:00,15,8,1,94.24,32.66,64.41,254.9,1.61,6.4,126.7,1.21,2.839999999999989
2026-01-08T16:00:00+00:00,16,8,1,98.09,34.49,68.68,268.68,1.72,6.88,124.81,1.32,3.8500000000000085
2026-01-08T17:00:00+00:00,17,8,1,104.35,36.86,74.08,284.57,1.79,7.21,122.71,1.45,6.259999999999991
2026-01-08T18:00:00+00:00,18,8,1,109.52,38.96,78.76,298.19,1.78,7.31,120.5,1.56,5.170000000000002
2026-01-08T19:00:00+00:00,19,8,1,112.15,40.03,81.15,304.18,1.71,7.23,118.46,1.62,2.6300000000000097
2026-01-08T20:00:00+00:00,20,8,1,112.65,40.23,81.56,306.32,1.65,7.21,116.68,1.67,0.5
2026-01-08T21:00:00+00:00,21,8,1,110.8,39.48,79.84,302.79,1.59,7.23,115.33,1.68,-1.8500000000000085
2026-01-08T22:00:00+00:00,22,8,1,107.45,38.12,76.75,296.07,1.52,7.27,114.29,1.66,-3.3499999999999943
2026-01-08T23:00:00+00:00,23,8,1,104.4,36.88,73.79,289.56,1.45,7.36,113.95,1.62,-3.049999999999997
2026-01-09T00:00:00+00:00,0,9,1,101.47,35.69,70.8,282.55,1.37,7.41,114.35,1.57,-2.930000000000007
2026-01-09T01:00:00+00:00,1,9,1,98.42,34.65,68.14,275.52,1.31,7.45,114.83,1.5,-3.049999999999997
2026-01-09T02:00:00+00:00,2,9,1,97.62,34.27,67.11,271.07,1.26,7.53,115.86,1.44,-0.7999999999999972
2026-01-09T03:00:00+00:00,3,9,1,97.22,34.08,66.82,266.6,1.34,7.51,116.89,1.37,-0.4000000000000057
2026-01-09T04:00:00+00:00,4,9,1,97.14,34.04,67.18,261.64,1.72,7.37,117.81,1.3,-0.0799999999999983
2026-01-09T05:00:00+00:00,5,9,1,98.04,34.47,68.38,257.35,1.64,7.29,119.81,1.23,0.9000000000000057
2026-01-09T06:00:00+00:00,6,9,1,99.85,35.33,69.7,252.38,1.44,7.23,123.29,1.16,1.809999999999988
2026-01-09T07:00:00+00:00,7,9,1,101.79,35.82,69.74,245.97,1.17,7.12,127.02,1.08,1.940000000000012
2026-01-09T08:00:00+00:00,8,9,1,104.42,36.89,70.54,242.87,0.98,7.2,130.68,1.03,2.6299999999999955
2026-01-09T09:00:00+00:00,9,9,1,108.51,38.55,72.88,242.39,0.88,7.46,134.23,1.0,4.090000000000003
2026-01-09T10:00:00+00:00,10,9,1,110.16,39.22,74.95,235.98,0.76,7.21,135.54,0.87,1.6499999999999915
2026-01-09T11:00:00+00:00,11,9,1,109.37,38.9,75.37,230.44,0.79,6.92,135.29,0.79,-0.789999999999992
2026-01-09T12:00:00+00:00,12,9,1,108.58,38.58,75.6,229.98,0.98,7.04,135.45,0.79,-0.7900000000000063
2026-01-09T13:00:00+00:00,13,9,1,107.06,37.96,75.36,231.5,1.27,7.3,135.22,0.82,-1.519999999999996
2026-01-09T14:00:00+00:00,14,9,1,103.66,36.58,73.44,231.39,1.34,7.44,133.86,0.86,-3.4000000000000057
2026-01-09T15:00:00+00:00,15,9,1,99.28,35.06,71.18,230.91,1.35,7.55,132.04,0.91,-4.3799999999999955
2026-01-09T16:00:00+00:00,16,9,1,95.18,33.11,68.29,228.99,1.41,7.5,130.05,0.95,-4.099999999999994
2026-01-09T17:00:00+00:00,17,9,1,91.02,31.13,65.75,227.07,1.5,7.38,127.42,1.02,-4.160000000000011
2026-01-09T18:00:00+00:00,18,9,1,88.43,29.9,65.22,226.36,1.57,7.29,125.1,1.11,-2.589999999999989
2026-01-09T19:00:00+00:00,19,9,1,86.69,29.07,65.47,222.84,1.52,7.13,122.77,1.17,-1.740000000000009
2026-01-09T20:00:00+00:00,20,9,1,84.94,28.24,65.09,218.08,1.45,6.91,120.6,1.18,-1.75
2026-01-09T21:00:00+00:00,21,9,1,82.08,26.88,62.84,210.66,1.34,6.57,118.9,1.13,-2.8599999999999994
2026-01-09T22:00:00+00:00,22,9,1,78.4,25.13,59.26,200.98,1.21,6.19,117.31,1.03,-3.6799999999999926
2026-01-09T23:00:00+00:00,23,9,1,75.48,23.74,56.32,193.03,1.11,5.96,116.85,0.92,-2.9200000000000017
2026-01-10T00:00:00+00:00,0,10,1,74.05,23.06,55.02,187.72,1.02,5.9,116.85,0.82,-1.4300000000000068
2026-01-10T01:00:00+00:00,1,10,1,74.85,23.44,56.39,186.19,0.98,6.06,117.37,0.76,0.7999999999999972
2026-01-10T02:00:00+00:00,2,10,1,78.0,24.94,60.56,189.8,0.99,6.37,118.62,0.76,3.1500000000000057
2026-01-10T03:00:00+00:00,3,10,1,81.24,26.48,64.57,193.83,1.12,6.56,119.9,0.78,3.239999999999995
2026-01-10T04:00:00+00:00,4,10,1,84.8,28.17,68.67,198.58,1.51,6.65,120.55,0.83,3.5600000000000023
2026-01-10T05:00:00+00:00,5,10,1,89.36,30.34,73.06,205.98,1.52,6.68,122.15,0.91,4.560000000000002
2026-01-10T06:00:00+00:00,6,10,1,93.14,32.14,74.92,211.45,1.37,6.55,125.1,0.95,3.780000000000001
2026-01-10T07:00:00+00:00,7,10,1,95.77,33.39,74.47,213.46,1.12,6.38,128.68,0.95,2.6299999999999955
2026-01-10T08:00:00+00:00,8,10,1,97.1,34.02,72.5,213.0,0.92,6.26,132.3,0.92,1.3299999999999983
2026-01-10T09:00:00+00:00,9,10,1,97.79,34.35,70.32,212.3,0.8,6.23,135.5,0.89,0.6900000000000119
2026-01-10T10:00:00+00:00,10,10,1,95.54,33.28,66.62,207.17,0.71,6.03,137.59,0.83,-2.25
2026-01-10T11:00:00+00:00,11,10,1,94.62,32.84,65.4,204.28,0.72,5.92,138.35,0.8,-0.9200000000000017
2026-01-10T12:00:00+00:00,12,10,1,95.29,33.16,66.0,205.49,0.83,6.04,139.07,0.82,0.6700000000000017
2026-01-10T13:00:00+00:00,13,10,1,96.59,33.78,67.45,209.43,1.03,6.36,139.77,0.89,1.2999999999999972
2026-01-10T14:00:00+00:00,14,10,1,98.84,34.85,70.05,215.35,1.06,6.9,140.1,0.99,2.25
2026-01-10T15:00:00+00:00,15,10,1,102.5,36.11,73.28,222.24,1.07,7.6,140.06,1.09,3.6599999999999966
2026-01-10T16:00:00+00:00,16,10,1,105.8,37.45,76.9,229.66,1.14,8.32,139.56,1.2,3.299999999999997
2026-01-10T17:00:00+00:00,17,10,1,109.47,38.94,81.14,238.33,1.23,8.97,138.58,1.32,3.6700000000000017
2026-01-10T18:00:00+00:00,18,10,1,113.58,40.61,86.1,246.39,1.29,9.46,137.14,1.44,4.109999999999999
2026-01-10T19:00:00+00:00,19,10,1,115.95,41.57,89.68,249.91,1.28,9.58,135.04,1.52,2.3700000000000045
2026-01-10T20:00:00+00:00,20,10,1,114.27,40.89,89.37,246.77,1.22,9.28,132.26,1.53,-1.6800000000000068
2026-01-10T21:00:00+00:00,21,10,1,108.34,38.48,84.57,237.24,1.15,8.7,129.27,1.47,-5.929999999999993
2026-01-10T22:00:00+00:00,22,10,1,98.44,34.66,76.12,223.02,1.06,7.89,126.77,1.35,-9.900000000000006
2026-01-10T23:00:00+00:00,23,10,1,90.52,30.89,67.75,210.21,1.0,7.12,124.85,1.25,-7.920000000000002
2026-01-11T00:00:00+00:00,0,11,1,83.55,27.58,60.44,199.43,0.96,6.46,123.6,1.15,-6.969999999999999
2026-01-11T01:00:00+00:00,1,11,1,80.61,26.18,57.7,194.81,0.99,6.09,122.54,1.11,-2.9399999999999977
2026-01-11T02:00:00+00:00,2,11,1,82.67,27.16,60.75,197.57,1.07,6.04,122.29,1.14,2.0600000000000023
2026-01-11T03:00:00+00:00,3,11,1,85.95,28.72,65.47,200.89,1.25,5.87,122.56,1.14,3.280000000000001
2026-01-11T04:00:00+00:00,4,11,1,88.22,29.8,68.93,201.43,1.61,5.51,123.31,1.11,2.269999999999996
2026-01-11T05:00:00+00:00,5,11,1,89.19,30.26,70.03,201.74,1.54,5.22,125.93,1.09,0.9699999999999989
2026-01-11T06:00:00+00:00,6,11,1,88.98,30.16,68.7,200.83,1.38,5.14,129.68,1.08,-0.20999999999999375
2026-01-11T07:00:00+00:00,7,11,1,87.93,29.66,65.87,198.36,1.18,5.23,133.86,1.08,-1.0499999999999972
2026-01-11T08:00:00+00:00,8,11,1,87.19,29.31,63.16,195.25,0.98,5.4,137.41,1.1,-0.7400000000000091
2026-01-11T09:00:00+00:00,9,11,1,87.91,29.65,62.37,193.85,0.84,5.64,139.85,1.14,0.7199999999999989
2026-01-11T10:00:00+00:00,10,11,1,87.84,29.62,61.3,191.42,0.75,5.64,140.92,1.14,-0.06999999999999318
2026-01-11T11:00:00+00:00,11,11,1,88.79,30.07,61.61,192.01,0.8,5.76,141.15,1.19,0.9500000000000028
2026-01-11T12:00:00+00:00,12,11,1,90.62,30.94,63.26,195.92,1.03,6.11,141.43,1.29,1.8299999999999983
2026-01-11T13:00:00+00:00,13,11,1,92.49,31.83,65.4,202.13,1.44,6.53,141.04,1.44,1.8699999999999903
2026-01-11T14:00:00+00:00,14,11,1,94.36,32.72,67.77,208.66,1.57,6.89,139.46,1.61,1.8700000000000045
2026-01-11T15:00:00+00:00,15,11,1,97.01,33.98,70.94,215.66,1.56,7.16,136.91,1.75,2.6500000000000057
